id;Format;P;Q;Antican
881;[3, 3, 2], 0, 1;[[-1, -2, -1, 1, 2, 1, 0, 0], [-1, -2, -1, 0, 0, 0, 1, 1], [4, 5, 1, 0, -3, -4, 0, -1]];[[-1, 1, -1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 1, 1, 0], [0, 0, 1, 1, 0, 0, 0, 1], [1, 0, 0, -1, 1, 0, 0, 1], [-1, 0, 2, 0, 1, -1, 2, -1]];[-1, 2, 2, 1, 1]
882;[3, 3, 2], 0, 1;[[-1, -2, -1, 1, 2, 1, 0, 0], [-1, -2, -1, 0, 0, 0, 1, 1], [4, 5, 1, 0, -3, -3, 0, -2]];[[1, -1, 1, 0, 0, 0, 0, 0], [0, 0, 0, 1, -1, 1, 0, 0], [1, 0, -1, -1, 0, 1, 0, 0], [0, 1, 0, 0, 1, 0, 1, 1], [1, 0, 0, 1, 0, 0, -1, 2]];[1, 1, 0, 2, 2]
883;[3, 3, 2], 0, 1;[[-1, -2, -1, 1, 2, 1, 0, 0], [-1, -2, -1, 0, 0, 0, 1, 1], [4, 5, 1, 0, -3, -3, 0, -1]];[[-1, 1, -1, 0, 0, 0, 0, 0], [0, 0, 0, 1, -1, 1, 0, 0], [1, 0, 0, 0, 0, 1, 0, 1], [0, 0, -1, -1, 0, 0, 0, -1], [0, 1, 1, 0, 1, 1, 3, 0]];[-1, 1, 2, -2, 4]
884;[3, 3, 2], 0, 1;[[-1, -2, -1, 1, 3, 1, 0, 0], [-1, -2, -1, 0, 0, 0, 1, 1], [4, 5, 1, 0, -5, -3, 0, -1]];[[-1, 1, -1, 0, 0, 0, 0, 0], [0, 0, 1, 1, 0, 0, 0, 1], [1, 0, 0, 0, 0, 1, 0, 1], [0, 1, 0, -1, 1, 0, 2, 0], [0, 0, 0, 1, -1, 2, 1, -1]];[-1, 2, 2, 1, 2]
885;[3, 2, 2], 0, 1;[[-1, -2, -1, 1, 1, 0, 0], [-1, -2, -1, 0, 0, 1, 1], [4, 5, 2, 0, -1, 0, -2]];[[1, -1, 1, -1, 1, 0, 0], [-1, 1, 0, 0, 1, 1, 0], [0, 1, -1, 0, 1, 0, 1], [0, 0, 1, 1, 0, 0, 1]];[1, 1, 1, 2]
886;[3, 2, 2], 0, 1;[[-1, -2, -1, 1, 1, 0, 0], [-1, -2, -1, 0, 0, 1, 2], [4, 5, 2, 0, -1, 0, -3]];[[1, -1, 1, -1, 1, 0, 0], [-1, 1, 0, 0, 1, 1, 0], [1, 0, 0, 0, 1, -1, 1], [0, 0, 2, 1, 1, 0, 1]];[1, 1, 1, 3]
887;[3, 2, 2], 0, 1;[[-1, -2, -1, 1, 1, 0, 0], [-1, -2, -1, 0, 0, 1, 3], [4, 5, 2, 0, -1, 0, -5]];[[1, -1, 1, -1, 1, 0, 0], [-1, 1, 0, 0, 1, 1, 0], [0, -1, 2, 1, -1, 0, 0], [1, 0, 1, 1, 1, -1, 1]];[1, 1, 1, 2]
888;[3, 2, 2], 0, 1;[[-1, -2, -1, 1, 1, 0, 0], [-1, -2, -1, 0, 0, 1, 4], [4, 5, 2, 0, -1, 0, -7]];[[1, -1, 1, -1, 1, 0, 0], [-1, 1, 0, 0, 1, 1, 0], [0, -1, 2, 1, -1, 0, 0], [1, 1, 0, 1, 2, -1, 1]];[1, 1, 1, 2]
889;[3, 2, 2], 0, 1;[[-1, -2, -1, 1, 1, 0, 0], [-1, -2, -1, 0, 0, 1, 5], [4, 5, 2, 0, -1, 0, -9]];[[1, -1, 1, -1, 1, 0, 0], [-1, 1, 0, 0, 1, 1, 0], [0, -1, 2, 1, -1, 0, 0], [1, 1, 1, 2, 2, -1, 1]];[1, 1, 1, 3]
890;[3, 3, 2], 0, 1;[[-1, -2, -1, 1, 2, 1, 0, 0], [-1, -2, -1, 0, 0, 0, 1, 1], [4, 5, 2, 0, -3, -2, 0, -1]];[[-1, 1, 0, 1, 0, 0, 0, 1], [1, 0, 0, -1, 1, 0, 0, 1], [0, 1, -1, 0, 0, 1, 0, 1], [0, 0, 1, 0, 0, 1, 1, 0], [0, 0, 0, 1, -1, 1, -1, 1]];[1, 1, 1, 2, 1]
891;[3, 2, 2], 0, 1;[[-1, -2, -2, 1, 1, 0, 0], [-1, -2, -2, 0, 0, 1, 1], [4, 5, -1, 0, -1, 0, -1]];[[-1, 1, 0, 0, 1, 1, 0], [-1, 1, 0, 1, 0, 0, 1], [2, -1, 1, 1, 1, 1, 1], [-1, 0, 0, 1, -2, 1, -2]];[1, 1, 4, -2]
892;[3, 2, 2], 0, 1;[[-1, -2, -2, 1, 1, 0, 0], [-1, -2, -2, 0, 0, 1, 1], [4, 5, 1, 0, -1, 0, -2]];[[-1, 1, 0, 0, 1, 1, 0], [1, -1, 1, 1, 0, 1, 0], [1, 0, 0, -1, 2, 0, 1], [0, 1, 0, 1, 1, 0, 2]];[1, 2, 2, 3]
893;[3, 2, 2], 0, 1;[[-1, -2, -2, 1, 1, 0, 0], [-1, -2, -2, 0, 0, 1, 1], [4, 5, 1, 0, -1, 0, -1]];[[-1, 1, 0, 0, 1, 1, 0], [1, -1, 1, 1, 0, 1, 0], [-1, 1, 0, 1, 0, 0, 1], [-1, 0, 0, 1, -2, 1, -2]];[1, 2, 1, -2]
894;[3, 2, 2], 0, 1;[[-1, -2, -2, 1, 1, 0, 0], [-1, -2, -2, 0, 0, 1, 2], [4, 5, 1, 0, -1, 0, -3]];[[-1, 1, 0, 0, 1, 1, 0], [1, -1, 1, 1, 0, 1, 0], [1, 0, 0, 0, 1, -1, 1], [-1, 1, 0, 3, -2, -1, 1]];[1, 2, 1, 0]
895;[3, 2, 2], 0, 1;[[-1, -2, -2, 1, 1, 0, 0], [-1, -2, -2, 0, 0, 1, 1], [4, 5, 3, 0, -2, 0, -2]];[[0, -1, 1, 1, -1, 0, 0], [1, 0, 0, 0, 1, 0, 1], [0, -1, 1, 0, 0, 1, -1], [-1, 1, 1, 2, 1, 2, 1]];[0, 2, 0, 4]
896;[3, 2, 2], 0, 1;[[-1, -2, -2, 1, 1, 0, 0], [-1, -2, -2, 0, 0, 1, 1], [4, 5, 3, 0, -1, 0, -3]];[[-1, 1, 0, 0, 1, 1, 0], [1, 0, 0, 0, 1, 0, 1], [0, 0, 1, 2, 0, 1, 1], [0, 1, -1, 1, -1, -1, 1]];[1, 2, 3, 0]
897;[3, 2, 2], 0, 1;[[-1, -2, -2, 1, 1, 0, 0], [-1, -2, -2, 0, 0, 1, 1], [4, 5, 3, 0, -1, 0, -2]];[[-1, 1, 0, 0, 1, 1, 0], [0, 0, 1, 1, 1, 1, 1], [-1, 0, 0, 1, -2, 0, -1], [0, 1, -1, 0, 0, -1, 1]];[1, 3, -2, 0]
898;[3, 2, 2], 0, 1;[[-1, -2, -2, 1, 1, 0, 0], [-1, -2, -2, 0, 0, 1, 1], [4, 5, 3, 0, -1, 0, -1]];[[-1, 1, 0, 0, 1, 1, 0], [-1, 1, 0, 1, 0, 0, 1], [0, -1, 1, 1, -1, 1, -1], [-1, 1, -1, 0, -1, 0, -1]];[1, 1, 0, -2]
899;[3, 2, 2], 0, 1;[[-1, -2, -2, 1, 1, 0, 0], [-1, -2, -2, 0, 0, 1, 2], [4, 5, 3, 0, -1, 0, -5]];[[-1, 1, 0, 0, 1, 1, 0], [-1, 0, 1, 2, -1, 1, 0], [0, 1, 0, 2, 0, 0, 1], [-1, 1, -1, 1, -2, -1, 0]];[1, 1, 2, -2]
900;[3, 2, 2], 0, 1;[[-1, -2, -2, 1, 1, 0, 0], [-1, -2, -2, 0, 0, 1, 2], [4, 5, 3, 0, -1, 0, -3]];[[-1, 1, 0, 0, 1, 1, 0], [1, 0, 0, 0, 1, -1, 1], [0, 0, 1, 2, 0, 0, 1], [-1, 2, -1, 1, 0, -1, 1]];[1, 1, 2, 0]
901;[3, 2, 2], 0, 1;[[-1, -2, -2, 1, 1, 0, 0], [-1, -2, -2, 0, 0, 1, 3], [4, 5, 3, 0, -1, 0, -5]];[[-1, 1, 0, 0, 1, 1, 0], [-1, 0, 1, 2, -1, 1, 0], [-1, 1, -1, 1, -2, -1, 0], [0, 1, 0, 2, 0, -1, 1]];[1, 1, -2, 1]
902;[3, 2, 2], 0, 1;[[-1, -2, -2, 1, 2, 0, 0], [-1, -2, -2, 0, 0, 1, 1], [4, 5, 3, 0, -3, 0, -2]];[[1, -1, 1, 1, 0, 0, 1], [0, -1, 1, 0, 0, 1, -1], [0, 1, 0, 0, 1, 1, 1], [2, -1, 0, -2, 1, 0, 0]];[2, 0, 2, 0]
903;[3, 3, 2], 0, 1;[[-1, -2, -2, 1, 2, 1, 0, 0], [-1, -2, -2, 0, 0, 0, 1, 1], [4, 5, 3, 0, -3, -3, 0, -1]];[[0, 0, 0, 1, -1, 1, 0, 0], [1, 0, 0, 0, 0, 1, 0, 1], [0, 0, 1, 0, 1, 0, 2, 0], [-1, 1, 0, 1, 0, 0, 0, 1], [0, 1, -1, -1, 0, 1, 1, -1]];[1, 2, 2, 1, 0]
904;[3, 3, 2], 0, 1;[[-1, -2, -2, 1, 2, 2, 0, 0], [-1, -2, -2, 0, 0, 0, 1, 1], [4, 5, 3, 0, -3, -5, 0, -1]];[[0, 0, 1, 0, 1, 0, 2, 0], [0, 1, -1, 0, -1, 1, 0, 0], [-1, 1, 0, 1, 0, 0, 0, 1], [-1, 0, 0, 1, -1, 0, 0, -1], [-1, 1, -1, -1, 1, -1, -1, 0]];[2, 0, 1, -1, -2]
905;[3, 3, 2], 0, 1;[[-1, -2, -2, 1, 3, 1, 0, 0], [-1, -2, -2, 0, 0, 0, 1, 1], [4, 5, 3, 0, -5, -3, 0, -1]];[[1, 0, 0, 0, 0, 1, 0, 1], [0, 1, 0, -1, 1, 0, 2, 0], [0, 0, 1, 1, 0, 1, 2, 0], [-1, 1, 0, 1, 0, 0, 0, 1], [0, 0, -1, 0, -1, 1, -1, -1]];[2, 1, 3, 1, -1]
906;[3, 2, 2], 0, 1;[[-1, -3, -1, 1, 1, 0, 0], [-1, -3, -1, 0, 0, 1, 1], [4, 4, 0, 0, -1, 0, -2]];[[0, 0, 1, 1, 0, 1, 0], [-1, 1, -1, 1, 0, 1, 0], [1, 0, 0, -1, 2, 0, 1], [1, 0, 0, 1, 0, -1, 2]];[2, 0, 2, 2]
907;[3, 2, 2], 0, 1;[[-1, -3, -1, 1, 1, 0, 0], [-1, -3, -1, 0, 0, 1, 1], [4, 4, 0, 0, -1, 0, -1]];[[0, 0, 1, 1, 0, 1, 0], [-1, 1, -1, 1, 0, 1, 0], [0, 0, 0, 1, -1, -1, 1], [-1, 0, -1, 0, -2, 0, -2]];[2, 0, 0, -4]
908;[3, 2, 2], 0, 1;[[-1, -3, -1, 1, 1, 0, 0], [-1, -3, -1, 0, 0, 1, 2], [4, 4, 0, 0, -1, 0, -3]];[[0, 0, 1, 1, 0, 1, 0], [-1, 1, -1, 1, 0, 1, 0], [1, 0, 0, 0, 1, -1, 1], [0, 0, 0, 3, -3, -2, 1]];[2, 0, 1, -1]
909;[3, 2, 2], 0, 1;[[-1, -3, -1, 1, 1, 0, 0], [-1, -3, -1, 0, 0, 1, 1], [4, 7, 1, 0, -2, 0, -2]];[[-1, 1, -1, 0, 1, 1, 0], [1, 0, 0, 0, 1, 0, 1], [0, 0, 0, -1, 1, 1, -1], [0, 0, 2, 1, 1, 2, 0]];[0, 2, 0, 4]
910;[3, 2, 2], 0, 1;[[-1, -3, -1, 1, 1, 0, 0], [-1, -3, -1, 0, 0, 1, 1], [4, 7, 1, 0, -1, 0, -3]];[[0, 0, 1, 0, 1, 1, 0], [1, 0, 0, 0, 1, 0, 1], [1, -1, 0, -2, 0, -1, -1], [1, -1, 2, 1, -1, 0, 0]];[2, 2, -2, 2]
911;[3, 2, 2], 0, 1;[[-1, -3, -1, 1, 1, 0, 0], [-1, -3, -1, 0, 0, 1, 1], [4, 7, 1, 0, -1, 0, -2]];[[0, 0, 1, 0, 1, 1, 0], [-1, 1, -1, 1, 0, 0, 1], [1, 0, -1, -1, 1, -1, 1], [1, 0, 0, 1, 0, -1, 2]];[2, 0, 0, 2]
912;[3, 2, 2], 0, 1;[[-1, -3, -1, 1, 1, 0, 0], [-1, -3, -1, 0, 0, 1, 1], [4, 7, 1, 0, -1, 0, -1]];[[0, 0, 1, 0, 1, 1, 0], [0, 0, 1, 1, 0, 0, 1], [1, -1, 1, 0, -1, 0, -1], [2, -1, 1, -1, 1, -1, 1]];[2, 2, 0, 2]
913;[3, 2, 2], 0, 1;[[-1, -3, -1, 1, 1, 0, 0], [-1, -3, -1, 0, 0, 1, 2], [4, 7, 1, 0, -1, 0, -5]];[[0, 0, 1, 0, 1, 1, 0], [0, 1, -1, 1, 1, 0, 1], [2, -1, 0, -2, 1, -1, 0], [1, 0, 1, 2, 0, 0, 1]];[2, 1, 0, 3]
914;[3, 2, 2], 0, 1;[[-1, -3, -1, 1, 1, 0, 0], [-1, -3, -1, 0, 0, 1, 2], [4, 7, 1, 0, -1, 0, -3]];[[0, 0, 1, 0, 1, 1, 0], [1, 0, 0, 0, 1, -1, 1], [1, -1, 0, -2, 0, 0, -1], [1, -1, 2, 1, -1, 0, 0]];[2, 1, -1, 2]
915;[3, 2, 2], 0, 1;[[-1, -3, -1, 1, 1, 0, 0], [-1, -3, -1, 0, 0, 1, 3], [4, 7, 1, 0, -1, 0, -5]];[[0, 0, 1, 0, 1, 1, 0], [2, -1, 0, -2, 1, -1, 0], [1, -1, 2, 1, -1, 0, 0], [0, 1, -1, 1, 1, -1, 1]];[2, 0, 2, 0]
916;[3, 2, 2], 0, 1;[[-1, -3, -1, 1, 2, 0, 0], [-1, -3, -1, 0, 0, 1, 1], [4, 7, 1, 0, -3, 0, -2]];[[1, -1, 1, -1, 0, 0, -1], [1, 0, -1, -2, 1, 0, 0], [1, 0, 1, 0, 1, 1, 1], [1, -1, 0, 0, -1, -2, 0]];[0, -1, 3, -1]
917;[3, 3, 2], 0, 1;[[-1, -3, -1, 1, 3, 1, 0, 0], [-1, -3, -1, 0, 0, 0, 1, 1], [4, 7, 1, 0, -5, -3, 0, -1]];[[1, 0, -1, -1, 0, 1, 0, 0], [1, 0, 0, 0, 0, 1, 0, 1], [-1, 1, 0, 1, 0, 1, 2, 0], [1, 0, 1, -1, 1, 0, 2, 0], [1, -1, 0, 0, -1, 1, -1, -1]];[0, 2, 2, 2, 0]
918;[3, 2, 2], 0, 1;[[-1, -3, -1, 1, 1, 0, 0], [-1, -3, -1, 0, 0, 1, 2], [4, 7, 2, 0, -1, 0, -3]];[[-1, 0, 2, 1, 0, 1, 0], [0, 0, -1, 1, -2, -1, 0], [-1, 1, -1, 0, 1, 1, 0], [1, 0, 0, 0, 1, -1, 1]];[2, -2, 0, 1]
919;[3, 2, 2], 1, 1;[[-2, -2, -1, 1, 1, 0, 0, 0], [-2, -2, -1, 0, 0, 1, 1, 0], [1, -1, -2, 0, -1, 0, -1, 1]];[[0, 1, -1, 0, 1, 1, 0, 0], [-1, 1, -1, -1, 0, -1, 0, 0], [0, 1, -1, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, -1, 1, 1], [-1, 1, 0, 0, 0, 1, -1, 1]];[1, -2, 1, 1, 1]
920;[3, 2, 1], 0, 1;[[-2, -2, -1, 1, 1, 0], [-2, -2, -1, 0, 0, 2], [3, 1, -1, 0, -1, 1]];[[-1, 1, 0, 2, -2, 0], [0, 1, 0, 0, 2, 1], [-1, 1, -2, -1, -1, -1]];[0, 2, -3]
921;[3, 2, 1], 0, 1;[[-2, -2, -1, 1, 2, 0], [-2, -2, -1, 0, 0, 2], [3, 1, -1, 0, -3, 1]];[[-1, 2, 0, 2, 0, 1], [0, 1, -2, -2, 1, 0], [-1, -1, 0, 0, -2, -2]];[2, -2, -2]
922;[3, 2, 1], 0, 1;[[-2, -2, -1, 1, 1, 0], [-2, -2, -1, 0, 0, 2], [3, 1, 0, 0, -1, 1]];[[0, 1, -2, -1, 1, 0], [1, -1, 0, -2, 2, 0], [0, 1, 0, 0, 2, 1]];[-1, 0, 2]
923;[3, 2, 2], 0, 1;[[-2, -2, -1, 2, 1, 0, 0], [-2, -2, -1, 0, 0, 1, 1], [3, 1, 0, 1, 0, 0, -1]];[[0, 0, 1, 0, 1, 1, 0], [0, 1, -1, 0, 1, 0, 1], [0, 0, -1, -1, 1, 0, -1], [1, -1, 0, -1, 2, -1, 1]];[2, 1, -1, 1]
924;[3, 2, 1], 0, 1;[[-2, -3, -2, 1, 1, 0], [-2, -3, -2, 0, 0, 2], [3, 2, -1, 0, -2, 1]];[[1, 0, 0, 0, 2, 1], [0, 0, -1, -2, 0, -1], [-3, 4, -2, 1, 1, 1]];[2, -2, 0]
925;[3, 2, 1], 0, 1;[[-2, -4, -2, 1, 1, 0], [-2, -4, -2, 0, 0, 2], [3, 3, -1, 0, -2, 1]];[[1, 0, 0, 0, 2, 1], [0, 0, -1, -2, 0, -1], [-2, 2, -1, 1, 1, 1], [0, 1, 1, 1, 1, 0]];[2, -2, 0, 0]
926;[3, 2, 1], 0, 1;[[-2, -5, -2, 1, 1, 0], [-2, -5, -2, 0, 0, 2], [3, 4, -1, 0, -2, 1]];[[1, 0, 0, 0, 2, 1], [0, 0, -1, -2, 0, -1], [-5, 4, -3, 1, 3, 2]];[2, -2, -2]
927;[3, 2, 2], 0, 1;[[-2, -2, -1, 1, 1, 0, 0], [-2, -2, -1, 0, 0, 1, 1], [5, 3, 0, 0, -1, 0, -1]];[[0, 0, 1, 1, 0, 1, 0], [0, 0, 0, 1, -1, -1, 1], [-1, 1, -1, 0, -1, 0, -1], [0, 1, 0, 1, 1, 0, 2]];[2, 0, -2, 3]
928;[3, 2, 2], 0, 1;[[-2, -2, -1, 1, 1, 0, 0], [-2, -2, -1, 0, 0, 1, 2], [5, 3, 0, 0, -1, 0, -3]];[[0, 0, 1, 1, 0, 1, 0], [0, 1, -1, 1, 0, -1, 1], [-1, 0, 0, 0, -2, 0, -1], [-1, 2, -1, 0, 1, 1, 0]];[2, 0, -2, 1]
929;[3, 2, 2], 0, 1;[[-2, -2, -1, 1, 1, 0, 0], [-2, -2, -1, 0, 0, 1, 3], [5, 3, 0, 0, -1, 0, -4]];[[0, 0, 1, 1, 0, 1, 0], [-1, 1, -1, 1, -2, -1, 0], [-1, 2, -1, 0, 1, 1, 0], [1, 0, 0, 1, 1, -1, 1]];[2, -2, 1, 1]
930;[3, 2, 2], 0, 1;[[-2, -2, -1, 1, 1, 0, 0], [-2, -2, -1, 0, 0, 1, 1], [5, 3, 1, 0, -1, 0, -1]];[[0, 0, 1, 0, 1, 1, 0], [0, 0, 1, 1, 0, 0, 1], [0, 1, -1, 0, 1, 0, 1], [1, -1, 0, -1, 1, -1, 1]];[2, 2, 1, 0]
931;[3, 2, 1], 1, 1;[[-3, -3, -1, 1, 1, 0, 0], [-3, -3, -1, 0, 0, 2, 0], [-1, -2, -2, 0, -1, 1, 1]];[[-1, 1, 0, 1, -1, 0, 0], [-1, 1, 0, 0, 0, 0, 1], [0, 1, -1, 1, 1, 1, 0], [-1, 1, -2, -2, 0, -1, -2]];[0, 1, 1, -5]
932;[3, 2, 1], 1, 1;[[-3, -3, -1, 1, 1, 0, 0], [-3, -3, -1, 0, 0, 3, 0], [-1, -2, -2, 0, -1, 2, 1]];[[-1, 1, 0, 1, -1, 0, 0], [-1, 1, 0, 0, 0, 0, 1], [0, 1, 0, 2, 1, 1, 1], [-1, 2, -3, -1, 1, 0, -2]];[0, 1, 3, -4]
933;[3, 2, 1], 1, 1;[[-3, -3, -1, 1, 1, 0, 0], [-3, -3, -1, 0, 0, 4, 0], [-1, -2, -2, 0, -1, 3, 1]];[[-1, 1, 0, 1, -1, 0, 0], [-1, 1, 0, 0, 0, 0, 1], [1, 0, 1, 3, 1, 1, 1], [0, 2, -2, 2, 2, 1, -1]];[0, 1, 4, 0]
934;[3, 2, 1], 0, 1;[[-3, -3, -1, 2, 1, 0], [-3, -3, -1, 0, 0, 2], [-1, -2, -1, 1, 0, 1]];[[-1, 1, 0, 1, -2, 0], [0, 1, -1, 0, 2, 1], [0, 0, -2, -1, 0, -1]];[-1, 1, -2]
935;[3, 2, 1], 0, 1;[[-3, -3, -1, 1, 1, 0], [-3, -3, -1, 0, 0, 3], [2, 1, -1, 0, -1, 2]];[[-1, 1, 0, 1, -1, 0], [-1, 2, 0, 1, 2, 1], [-1, 1, -3, -3, 0, -1]];[0, 2, -4]
936;[3, 2, 2], 1, 1;[[-3, -3, -1, 1, 1, 0, 0, 0], [-3, -3, -1, 0, 0, 1, 1, 0], [2, 1, -1, 0, -1, 0, -1, 1]];[[-1, 1, 0, 1, -1, 0, 0, 0], [-1, 1, 0, 0, 0, 0, 0, 1], [0, 0, 1, 1, 0, 1, 0, 1], [0, 0, 0, 0, 0, -1, 1, 1], [0, 1, -1, 1, 1, 1, 1, 0]];[0, 1, 3, 1, 2]
937;[3, 2, 1], 0, 1;[[-3, -3, -1, 1, 1, 0], [-3, -3, -1, 0, 0, 2], [2, 1, 0, 0, -1, 1]];[[1, -1, 0, -1, 1, 0], [0, 1, -1, 0, 2, 1], [0, 0, 2, 1, 1, 1]];[0, 1, 3]
938;[3, 2, 1], 0, 1;[[-3, -3, -1, 1, 1, 0], [-3, -3, -1, 0, 0, 3], [2, 1, 0, 0, -1, 2]];[[1, -1, 0, -1, 1, 0], [0, -1, 3, 1, -1, 0], [0, 1, 0, 0, 3, 1]];[0, 2, 2]
939;[3, 2, 2], 0, 1;[[-3, -3, -1, 3, 2, 0, 0], [-3, -3, -1, 0, 0, 1, 1], [2, 1, 0, 2, 1, 0, -1]];[[0, 0, 1, 1, -1, 0, 1], [-1, 1, 0, 0, 0, 1, -1], [0, 0, 2, 0, 1, 1, 1], [0, 1, -1, 0, 1, 0, 2]];[1, 0, 3, 1]
940;[3, 2, 1], 0, 1;[[-3, -4, -1, 1, 1, 0], [-3, -4, -1, 0, 0, 3], [2, 1, 0, 0, -1, 2]];[[1, -1, 1, -1, 1, 0], [-1, 1, 2, 2, 1, 1], [0, -1, 1, 0, -3, -1]];[1, 3, -1]
941;[3, 2, 1], 0, 1;[[-3, -5, -1, 1, 1, 0], [-3, -5, -1, 0, 0, 2], [2, 2, 0, 0, -1, 1]];[[-1, 1, -2, 0, 0, 0], [-1, 1, 0, 1, 1, 1], [1, 0, -1, -1, 3, 1]];[-2, 1, 1]
942;[3, 2, 1], 0, 1;[[-3, -5, -3, 1, 1, 0], [-3, -5, -3, 0, 0, 2], [2, 2, 1, 0, -1, 1]];[[-1, 1, 0, 1, 1, 1], [-1, 0, 1, 1, -1, 0], [1, -2, 3, 0, 2, 1]];[1, 0, 3]
943;[3, 2, 1], 0, 1;[[-3, -5, -4, 1, 1, 0], [-3, -5, -4, 0, 0, 2], [2, 2, 1, 0, -1, 1]];[[-1, 1, 0, 1, 1, 1], [1, -1, 1, 0, 2, 1], [1, 1, -2, -2, 2, 0]];[1, 2, 0]
944;[3, 2, 1], 0, 1;[[-3, -5, -4, 1, 1, 0], [-3, -5, -4, 0, 0, 3], [2, 2, 1, 0, -1, 1]];[[2, -2, 1, -1, 1, 0], [1, 0, 0, 0, 3, 1], [0, -1, 2, 2, 1, 1]];[1, 2, 2]
945;[3, 2, 1], 0, 1;[[-3, -5, -4, 1, 1, 0], [-3, -5, -4, 0, 0, 4], [2, 2, 1, 0, -1, 1]];[[0, 0, 1, 2, 2, 1], [1, 1, -2, -2, 2, 0], [2, -2, 1, -1, 1, 0]];[2, 0, 1]
946;[3, 2, 2], 0, 1;[[-3, -5, -4, 2, 1, 0, 0], [-3, -5, -4, 0, 0, 1, 1], [2, 2, 1, 1, 0, 0, -1]];[[-1, 0, 1, 1, -1, 1, 0], [0, 1, -1, 0, 1, 0, 1], [0, 0, 0, -1, 2, 1, -1], [-1, 1, -1, -1, 0, 0, -2]];[0, 1, 1, -2]
947;[3, 2, 1], 0, 1;[[-3, -5, -5, 1, 1, 0], [-3, -5, -5, 0, 0, 2], [2, 2, 1, 0, -1, 1]];[[-1, 1, 0, 1, 1, 1], [0, -1, 1, 1, -1, 0], [3, -3, 2, 0, 4, 2]];[1, 0, 4]
948;[3, 2, 2], 0, 1;[[-3, -5, -5, 2, 1, 0, 0], [-3, -5, -5, 0, 0, 1, 1], [2, 2, 1, 1, 0, 0, -1]];[[0, 1, -1, 0, 0, -1, 1], [-1, 1, 0, 1, 0, 1, 1], [0, 1, -1, -1, 2, 0, 0], [-1, 1, -1, -1, -1, -1, -2]];[0, 1, 1, -3]
949;[3, 2, 1], 0, 1;[[-3, -5, -6, 1, 1, 0], [-3, -5, -6, 0, 0, 2], [2, 2, 1, 0, -1, 1]];[[-1, 1, 0, 1, 1, 1], [2, -2, 1, 0, 2, 1], [0, 2, -2, -3, 1, -1]];[1, 2, -1]
950;[3, 2, 1], 0, 1;[[-3, -7, -5, 1, 1, 0], [-3, -7, -5, 0, 0, 2], [2, 2, 1, 0, -1, 1]];[[-1, 0, 1, 2, 0, 1], [0, 1, -1, 0, 2, 1], [2, -2, 2, -1, 3, 1]];[1, 1, 3]
951;[3, 2, 2], 0, 1;[[-3, -7, -5, 2, 1, 0, 0], [-3, -7, -5, 0, 0, 1, 1], [2, 2, 1, 1, 0, 0, -1]];[[1, -2, 2, 0, -1, -1, 0], [-1, 0, 1, 1, 0, 2, 0], [1, -1, 1, 0, 1, 0, 1], [0, 1, -1, 1, 0, 0, 2]];[0, 1, 2, 1]
952;[3, 2, 1], 0, 1;[[-3, -7, -6, 1, 1, 0], [-3, -7, -6, 0, 0, 2], [2, 2, 1, 0, -1, 1]];[[1, -1, 1, 0, 2, 1], [-1, 1, 0, 2, 2, 2], [1, 1, -2, -3, 1, -1]];[2, 2, -1]
953;[3, 2, 1], 0, 1;[[-3, -9, -6, 1, 1, 0], [-3, -9, -6, 0, 0, 2], [2, 2, 1, 0, -1, 1]];[[1, -1, 1, -1, 1, 0], [1, 1, -2, -2, 2, 0], [-1, 1, 0, 3, 3, 3]];[1, 0, 3]
954;[3, 2, 2], 0, 1;[[-3, -5, -4, 1, 1, 0, 0], [-3, -5, -4, 0, 0, 1, 1], [5, 7, 5, 0, -1, 0, -1]];[[-1, 0, 1, 1, 0, 1, 0], [0, 1, -1, 0, 1, 0, 1], [0, 0, 0, -1, 1, 1, -1], [1, -1, 1, 0, 2, 1, 1]];[1, 1, 0, 3]
955;[3, 2, 2], 0, 1;[[-3, -5, -5, 1, 1, 0, 0], [-3, -5, -5, 0, 0, 1, 1], [5, 7, 6, 0, -1, 0, -1]];[[0, -1, 1, 1, -1, 0, 0], [0, 0, 0, 1, -1, -1, 1], [-1, 1, 0, 1, 1, 1, 1], [2, -2, 1, 0, 1, 0, 1]];[0, 0, 2, 2]
956;[3, 2, 2], 0, 1;[[-3, -7, -5, 1, 1, 0, 0], [-3, -7, -5, 0, 0, 1, 1], [5, 9, 6, 0, -1, 0, -1]];[[1, -1, 1, 0, 1, 0, 1], [0, 0, 0, -1, 1, 1, -1], [-1, 0, 1, 1, 1, 2, 0], [0, 1, -1, 0, 2, 1, 1]];[2, 0, 2, 2]
957;[3, 2, 2], 0, 1;[[-3, -3, -1, 1, 1, 0, 0], [-3, -3, -1, 0, 0, 1, 1], [8, 7, 1, 0, -1, 0, -2]];[[-1, 1, 0, 1, -1, 0, 0], [0, 0, 1, 0, 1, 1, 0], [1, -1, 1, 1, 0, 0, 1], [0, 1, -1, 0, 2, 0, 2]];[0, 2, 2, 2]
